time_s,current_clean_A,voltage_clean_V,temp_surface_clean_C,temp_ambient_clean_C,soc_clean,current_meas_A,voltage_meas_V,temp_surface_meas_C,temp_ambient_meas_C,power_meas_W
21.0,-2.1853702414578664,3.805438986465637,25.00005964268746,25.0,0.7989822405282594,-2.183,3.803,25.310000000000002,25.28,-8.301948999999999
22.0,-2.290714253926365,3.806155818354928,25.000094206307157,25.0,0.7987719544604067,-2.285,3.802,24.98,25.09,-8.687570000000001
23.0,-2.376962636586956,3.806856836171685,25.00013921273097,25.0,0.7985571433803196,-2.386,3.8040000000000003,25.35,25.3,-9.076344
24.0,-2.4475768398744195,3.807546081802697,25.000196196720253,25.0,0.7983378289055243,-2.448,3.807,25.310000000000002,25.18,-9.319536
25.0,-2.5053908597099657,3.808231844638886,25.000266761952616,25.0,0.7981122392826252,-2.499,3.809,25.150000000000002,25.27,-9.518691
26.0,-2.552724975708388,3.808919157902748,25.000352581022184,25.0,0.7978795000688916,-2.559,3.8080000000000003,25.25,25.03,-9.744672000000001
27.0,-2.5914788721460567,3.809609925575507,25.000455395439417,25.0,0.7976396348787609,-2.583,3.809,25.2,25.26,-9.838647000000002
28.0,-2.623207878961176,3.810303008320728,25.00057701563128,25.0,0.7973935653838387,-2.624,3.809,25.32,24.98,-9.994816
29.0,-2.649185392605334,3.810994293832615,25.000719320941016,25.0,0.7971431113128985,-2.6470000000000002,3.813,25.3,25.17,-10.093011
30.0,-2.6704539819143096,3.811676754432327,25.000884017409817,25.0,0.7968909904518823,-2.6710000000000003,3.809,25.060000000000002,25.03,-10.173839000000001
31.0,-2.687867230056153,3.812340494223851,25.00107065412203,25.0,0.7966408186438996,-2.664,3.81,25.26,25.26,-10.149840000000001
32.0,-2.52334710922769,3.812771306155293,25.00127794691548,25.0,0.7963971097892285,-2.5180000000000002,3.811,25.18,25.21,-9.596098000000001
33.0,-2.3547386662705736,3.813153453249558,25.001504732106586,25.0,0.7961652758453152,-2.36,3.813,25.21,25.12,-8.99868
34.0,-2.182782988258241,3.813468947136572,25.00174996693346,25.0,0.7959516268267735,-2.17,3.81,25.13,25.34,-8.2677
35.0,-2.008086825968421,3.813719525454152,25.002012729556327,25.0,0.7957561026355228,-2.015,3.813,25.38,25.11,-7.683195
36.0,-1.831146944922296,3.8139283725418,25.00229221905704,25.0,0.7955715390247089,-1.824,3.813,25.310000000000002,24.900000000000002,-6.954912
37.0,-1.831146944922296,3.814306690821473,25.00258775543932,25.0,0.7953949908184413,-1.846,3.8120000000000003,25.13,25.25,-7.036952000000001
38.0,-1.831146944922296,3.81466307099695,25.002898779628826,25.0,0.7952239139949409,-1.839,3.814,25.07,25.02,-7.013946
39.0,-1.831146944922296,3.8150042573886416,25.00322485347283,25.0,0.795056164750074,-1.824,3.8120000000000003,25.16,25.11,-6.953088000000001
40.0,-1.831146944922296,3.815335736687656,25.003565659740676,25.0,0.7948899994973522,-1.819,3.8120000000000003,25.25,25.150000000000002,-6.9340280000000005
41.0,-1.831146944922296,3.815661737955795,25.00392100212332,25.0,0.794724074867932,-1.824,3.815,25.23,25.060000000000002,-6.95856
42.0,-1.831146944922296,3.81598523262556,25.00429080523378,25.0,0.7945574477106154,-1.827,3.8120000000000003,25.330000000000002,25.150000000000002,-6.964524
43.0,-1.831146944922296,3.8163079345001463,25.004675114606755,25.0,0.7943895750918495,-1.829,3.811,25.28,25.060000000000002,-6.970319
44.0,-1.831146944922296,3.8166302997534474,25.00507409669882,25.0,0.7942203142957267,-1.841,3.817,25.3,25.22,-7.027097
45.0,-1.831146944922296,3.816951526930047,25.00548803888836,25.0,0.7940499228239845,-1.833,3.818,25.240000000000002,25.080000000000002,-6.998394
46.0,-1.831146944922296,3.817269556945232,25.005917349475567,25.0,0.7938790583960057,-1.831,3.815,25.07,25.2,-6.985265
47.0,-1.831146944922296,3.81758107329942,25.006362556696388,25.0,0.7937087788818664,-1.816,3.815,25.19,25.32,-6.92804
48.0,-1.831146944922296,3.817885698988342,25.006823354612493,25.0,0.7935392282388181,-1.823,3.819,25.310000000000002,25.28,-6.962037
49.0,-1.831146944922296,3.818185821819581,25.00729915998795,25.0,0.7933696775957697,-1.844,3.815,25.2,25.19,-7.03486
50.0,-1.831146944922296,3.818481485272796,25.007790010221072,25.0,0.7932001269527214,-1.823,3.815,25.26,25.1,-6.954745
51.0,-1.831146944922296,3.818772732447584,25.00829593693521,25.0,0.793030576309673,-1.83,3.819,25.18,25.22,-6.988770000000001
52.0,-1.831146944922296,3.8190596060634814,25.00881696597878,25.0,0.7928610256666246,-1.833,3.818,25.11,25.13,-6.998394
53.0,-1.831146944922296,3.8193421484599583,25.009353117425466,25.0,0.7926914750235763,-1.82,3.8200000000000003,25.2,25.22,-6.952400000000001
54.0,-1.831146944922296,3.819620401596424,25.009904405574105,25.0,0.7925219243805279,-1.816,3.814,25.240000000000002,25.03,-6.926224
55.0,-1.831146944922296,3.819894407052221,25.010470838948493,25.0,0.7923523737374796,-1.817,3.8160000000000003,25.14,25.28,-6.9336720000000005
56.0,-1.831146944922296,3.820164206026632,25.011052420297688,25.0,0.7921828230944312,-1.835,3.819,25.19,25.2,-7.007865
57.0,-1.831146944922296,3.820429839338876,25.011649146595914,25.0,0.7920132724513828,-1.829,3.8200000000000003,25.12,25.42,-6.98678
58.0,-1.831146944922296,3.820691347428108,25.012261009042504,25.0,0.7918437218083344,-1.823,3.821,25.32,25.330000000000002,-6.965683
59.0,-1.831146944922296,3.820948770353419,25.01288799306189,25.0,0.791674171165286,-1.816,3.8200000000000003,25.18,25.26,-6.937120000000001
60.0,-1.831146944922296,3.821202147793837,25.01353007830369,25.0,0.7915046205222377,-1.831,3.821,25.36,25.19,-6.996251
61.0,-1.831146944922296,3.82145151904833,25.01418723864253,25.0,0.7913350698791893,-1.828,3.8200000000000003,25.37,25.13,-6.982960000000001
62.0,-1.831146944922296,3.8216969230357978,25.01485944217842,25.0,0.791165519236141,-1.837,3.8240000000000003,25.21,25.29,-7.024688
63.0,-1.831146944922296,3.8219383982950808,25.015546651236264,25.0,0.7909959685930926,-1.838,3.819,25.11,25.18,-7.019322
64.0,-1.831146944922296,3.8221759829849553,25.016248822366208,25.0,0.7908264179500443,-1.818,3.822,25.01,25.32,-6.948396000000001
65.0,-1.831146944922296,3.822409714884132,25.016965895285978,25.0,0.7906568673069959,-1.813,3.819,25.07,25.240000000000002,-6.923846999999999
66.0,-1.831146944922296,3.8226396313912634,25.017697803064323,25.0,0.7904873166639476,-1.827,3.823,25.080000000000002,25.240000000000002,-6.984621
67.0,-1.831146944922296,3.822865769524931,25.01844450055489,25.0,0.7903177660208992,-1.816,3.8200000000000003,25.36,25.26,-6.937120000000001
68.0,-1.831146944922296,3.823088165923662,25.01920595043316,25.0,0.7901482153778508,-1.823,3.8240000000000003,25.23,25.11,-6.971152
69.0,-1.831146944922296,3.823307219815351,25.0199821230799,25.0,0.7899785412302289,-1.833,3.823,25.26,25.1,-7.007559
70.0,-1.831146944922296,3.823548516288457,25.02077299658117,25.0,0.7898000325266038,-1.823,3.826,25.0,25.09,-6.974798
71.0,-1.831146944922296,3.823816711317383,25.021578556728457,25.0,0.789611050997769,-1.811,3.822,25.1,25.3,-6.921642
72.0,-1.831146944922296,3.82409738433489,25.02239879701858,25.0,0.7894164559688686,-1.827,3.8240000000000003,25.310000000000002,25.11,-6.986448
73.0,-1.831146944922296,3.824377520079236,25.02323371865361,25.0,0.7892206471024173,-1.811,3.822,25.25,25.12,-6.921642
74.0,-1.831146944922296,3.824645508594169,25.02408333054092,25.0,0.7890275643983004,-1.852,3.823,25.21,25.25,-7.080196
75.0,-1.831146944922296,3.824891145228932,25.02494764929338,25.0,0.7888406881937731,-1.818,3.8240000000000003,25.28,25.17,-6.952032000000001
76.0,-1.831146944922296,3.825105630638259,25.02582902619224,25.0,0.7886630391634616,-1.825,3.821,25.39,25.16,-6.973325
77.0,-1.831146944922296,3.825281570782381,25.026728846285607,25.0,0.7884971783193623,-1.829,3.821,25.2,25.150000000000002,-6.988609
78.0,-1.831146944922296,3.825412976927016,25.02764275825905,25.0,0.7883452070108419,-1.825,3.826,25.23,24.97,-6.98245
79.0,-1.320724637476364,3.8249200197028927,25.02856431854229,25.0,0.7882087669246379,-1.336,3.8240000000000003,25.25,25.1,-5.1088640000000005
80.0,-0.8103023300304315,3.824374766927209,25.02948501098956,25.0,0.788089040084858,-0.807,3.822,25.47,25.32,-3.0843540000000003
81.0,-0.2998800225844992,3.823775445782165,25.03039424687944,25.0,0.7879867488529804,-0.291,3.821,25.02,25.150000000000002,-1.1119109999999999
82.0,0.2105422848614331,3.8231216887554567,25.03127936491518,25.0,0.7879021559278537,0.23,3.821,25.3,25.01,0.8788300000000001
83.0,0.7209645923073655,3.822414533640272,25.03212563122446,25.0,0.7878350643456972,0.721,3.822,25.22,25.1,2.755662
84.0,0.5767716738458926,3.822394174894892,25.032921675267914,25.0,0.7877848174801001,0.5740000000000001,3.822,25.29,25.240000000000002,2.1938280000000003
85.0,0.4325787553844195,3.82232670956389,25.03367216837495,25.0,0.7877502990420227,0.433,3.817,25.17,25.23,1.6527610000000001
86.0,0.2883858369229465,3.822217391356937,25.034382586020115,25.0,0.7877299330797952,0.303,3.8240000000000003,25.23,25.17,1.1586720000000001
87.0,0.1441929184614735,3.822072879289192,25.035057669857395,25.0,0.7877216839791187,0.152,3.8240000000000003,25.310000000000002,25.13,0.581248
88.0,5.773159728050814e-16,3.821901237681309,25.035701474094765,25.0,0.7877230564630643,-0.0,3.8160000000000003,25.55,25.060000000000002,-0.0
89.0,5.773159728050814e-16,3.8215494307403297,25.03631736549397,25.0,0.7877310955920739,0.01,3.823,25.32,25.240000000000002,0.03823
90.0,5.773159728050814e-16,3.821190838817001,25.036908023370582,25.0,0.7877423867639597,0.006,3.822,25.150000000000002,25.28,0.022932
91.0,5.773159728050814e-16,3.8208377421484574,25.03747543959412,25.0,0.7877530557139043,0.015,3.8200000000000003,25.2,25.330000000000002,0.057300000000000004
92.0,5.773159728050814e-16,3.8205038262773248,25.03801911701197,25.0,0.7877587685144608,-0.002,3.817,25.19,25.09,-0.007634
93.0,-0.1143691911983427,3.820333076130205,25.03853959061047,25.0,0.7877547315755529,-0.113,3.821,25.060000000000002,25.34,-0.431773
94.0,-0.3223759564354252,3.820368813595828,25.03904315987711,25.0,0.7877183401383391,-0.321,3.819,25.21,25.19,-1.225899
95.0,-0.6070466831816401,3.820631349484732,25.03953647200808,25.0,0.7876356366607508,-0.617,3.821,25.310000000000002,25.2,-2.357557
96.0,-0.9544845528681684,3.821078933094313,25.040026420978734,25.0,0.7875149599137911,-0.9470000000000001,3.825,25.11,25.29,-3.6222750000000006
97.0,-1.3533118127627726,3.8216746334473073,25.04052014754353,25.0,0.7873640233210131,-1.346,3.821,25.35,25.150000000000002,-5.143066
98.0,-1.67984395560431,3.8222569344970423,25.04102503923588,25.0,0.7871899136221425,-1.675,3.819,25.29,24.98,-6.396825
99.0,-1.947185862817129,3.822820466480844,25.04154873036839,25.0,0.7869990908730774,-1.945,3.821,25.17,25.27,-7.431845000000001
100.0,-2.1660669038387845,3.823359167076971,25.04209910203264,25.0,0.7867973884458884,-2.1750000000000003,3.821,25.23,25.23,-8.310675000000002
101.0,-2.345271543388937,3.8238667666990094,25.042684282099344,25.0,0.7865900130288191,-2.344,3.8240000000000003,25.400000000000002,25.16,-8.963456
102.0,-2.491991892882901,3.824337185821324,25.043311894914268,25.0,0.7863815446262852,-2.49,3.822,25.32,25.26,-9.51678
103.0,-2.61211635511596,3.824764860281603,25.04398274880924,25.0,0.786175936558875,-2.615,3.823,25.240000000000002,25.28,-9.997145000000002
104.0,-2.710465946543119,3.8251450076160793,25.044700149301264,25.0,0.7859765154633496,-2.707,3.822,25.22,25.05,-10.346154
105.0,-2.790987781597189,3.825473845116351,25.045466833357807,25.0,0.7857859812926424,-2.782,3.8240000000000003,25.25,25.2,-10.638368000000002
106.0,-2.856913484250229,3.825748768359216,25.046283428690288,25.0,0.7856064073158597,-2.833,3.825,25.2,24.97,-10.836225
107.0,-2.910888884430547,3.8259684973745256,25.04714845375389,25.0,0.7854392401182799,-2.904,3.8200000000000003,25.04,25.19,-11.09328
108.0,-2.5849582817717374,3.825716068910438,25.04805831774769,25.0,0.7852852996013544,-2.577,3.825,25.45,25.16,-9.857025
109.0,-2.246355211508805,3.82540506262658,25.049007320614635,25.0,0.7851447789827067,-2.242,3.8240000000000003,25.26,25.25,-8.573408
110.0,-1.8973768023009945,3.8250397594953145,25.049987383641398,25.0,0.7850172447961334,-1.9120000000000001,3.823,25.29,25.09,-7.309576000000001
111.0,-1.5399037840254033,3.824625955850519,25.05098230299427,25.0,0.7849016368916032,-1.5350000000000001,3.8280000000000003,25.25,25.16,-5.875980000000001
112.0,-1.1754759680706452,3.824171048453883,25.051980673308208,25.0,0.7847962684352575,-1.17,3.825,25.18,24.88,-4.47525
113.0,-1.1754759680706452,3.824101231548173,25.05297618610598,25.0,0.7846988259094104,-1.1460000000000001,3.821,25.23,25.26,-4.378866
114.0,-1.1754759680706452,3.824015425664953,25.05396468835778,25.0,0.7846063691125483,-1.172,3.825,25.09,25.19,-4.4829
115.0,-1.1754759680706452,3.823925246127315,25.054944182481563,25.0,0.7845153311593304,-1.167,3.825,25.48,25.21,-4.463775
116.0,-1.1754759680706452,3.823844292901297,25.05591482634281,25.0,0.7844215184805883,-1.171,3.823,25.13,25.05,-4.476733
117.0,-1.1754759680706452,3.8237881505958815,25.056878933254552,25.0,0.7843201108233263,-1.182,3.8240000000000003,25.150000000000002,25.240000000000002,-4.519968
118.0,-1.1754759680706452,3.8237555298251342,25.05784055924687,25.0,0.784211398922742,-1.159,3.823,25.21,25.37,-4.4308570000000005
119.0,-1.1754759680706452,3.8237227901422273,25.05879865652452,25.0,0.7841025214010418,-1.163,3.819,25.39,25.18,-4.441497
120.0,-1.1754759680706452,3.823689566957813,25.05975224009609,25.0,0.783993581338677,-1.163,3.822,25.26,25.27,-4.444986
121.0,-1.1754759680706452,3.823655882297623,25.060701494481464,25.0,0.7838845674451452,-1.18,3.822,25.14,25.11,-4.5099599999999995
122.0,-1.1754759680706452,3.823621709195135,25.06164659793501,25.0,0.7837754862348868,-1.156,3.825,25.39,25.19,-4.4216999999999995
123.0,-1.1754759680706452,3.8235869716915714,25.0625877224457,25.0,0.783666362027285,-1.184,3.825,25.34,25.05,-4.5288
124.0,-1.1754759680706452,3.8235515448358974,25.063525033736823,25.0,0.7835572369466659,-1.165,3.822,25.32,25.28,-4.45263
125.0,-1.1754759680706452,3.8235152546848257,25.064458691266395,25.0,0.7834481709222985,-1.149,3.822,25.34,25.22,-4.391478
126.0,-1.1754759680706452,3.823477878302812,25.065388848226803,25.0,0.7833392416883945,-1.18,3.825,25.5,25.080000000000002,-4.5135
127.0,-1.1754759680706452,3.823439143762057,25.06631565649991,25.0,0.7832305447841089,-1.176,3.822,25.48,25.12,-4.494672
128.0,-1.1754759680706452,3.823398730142504,25.06724004323854,25.0,0.7831221935535391,-1.169,3.821,25.2,25.21,-4.466749
129.0,-1.1754759680706452,3.8233562675318455,25.068162920639796,25.0,0.7830143191457254,-1.176,3.822,25.43,25.29,-4.494672
130.0,-1.1754759680706452,3.823311337025515,25.06908365230936,25.0,0.7829070705146512,-1.186,3.8240000000000003,25.310000000000002,25.35,-4.535264
131.0,-1.1754759680706452,3.823263470726692,25.070000219553837,25.0,0.7828006144192428,-1.17,3.823,25.32,25.19,-4.47291
132.0,-1.1754759680706452,3.8232121517463,25.07090922138093,25.0,0.7826951354233689,-1.181,3.822,25.1,25.060000000000002,-4.513782
133.0,-0.7698378455122576,3.8226307724681896,25.07180587449932,25.0,0.7826136752808601,-0.76,3.822,25.25,25.22,-2.90472
134.0,-0.3641997229538699,3.821895669944889,25.07268401331868,25.0,0.7825833607388818,-0.368,3.8200000000000003,25.19,25.38,-1.4057600000000001
135.0,0.0414383996045177,3.821041170454457,25.07353608994987,25.0,0.7825933066614641,0.062,3.8200000000000003,25.36,25.04,0.23684000000000002
136.0,0.4470765221629055,3.820099241284744,25.07435317420465,25.0,0.7826333402518061,0.444,3.818,25.38,25.1,1.695192
137.0,0.8527146447212932,3.819098410273073,25.07512494197192,25.0,0.7826943581818507,0.854,3.818,25.07,25.26,3.260572
138.0,0.8527146447212932,3.818520919970364,25.07584435751744,25.0,0.7827683265922848,0.866,3.8200000000000003,25.27,25.22,3.30812
139.0,0.8527146447212932,3.817931265148762,25.076512349579502,25.0,0.7828482810925389,0.845,3.815,25.39,25.150000000000002,3.223675
140.0,0.8527146447212932,3.817347655294009,25.07713110573127,25.0,0.7829283267607876,0.86,3.815,25.26,25.22,3.2809
141.0,0.8527146447212932,3.816784860441321,25.077703377822843,25.0,0.7830036381439491,0.871,3.813,25.35,25.3,3.321123
142.0,0.6821717157770346,3.8164464130563074,25.07823248198133,25.0,0.7830704592576857,0.671,3.813,25.310000000000002,25.19,2.558523
143.0,0.511628786832776,3.8161480023922096,25.078722298610728,25.0,0.7831261035864034,0.518,3.815,25.310000000000002,25.18,1.97617
144.0,0.3410858578885174,3.815894080132663,25.079177272392087,25.0,0.7831689540832523,0.34900000000000003,3.814,25.25,25.26,1.3310860000000002
145.0,0.1705429289442588,3.815685658510775,25.079602412283293,25.0,0.7831984631701259,0.183,3.818,25.16,25.17,0.698694
146.0,3.108624468950438e-16,3.815520310309129,25.080003291519176,25.0,0.783215152737662,-0.007,3.814,25.17,25.310000000000002,-0.026698
147.0,3.108624468950438e-16,3.8151999669788585,25.080384850857627,25.0,0.783220614145242,-0.008,3.817,25.35,25.400000000000002,-0.030536
148.0,3.108624468950438e-16,3.814886194912276,25.08074769393602,25.0,0.7832248550783809,0.01,3.8160000000000003,25.28,25.11,0.038160000000000006
149.0,3.108624468950438e-16,3.814557202400054,25.08109245702985,25.0,0.7832352621799874,0.008,3.813,25.27,25.07,0.030504000000000003
150.0,3.108624468950438e-16,3.814228986380423,25.081420247849,25.0,0.7832464769351659,0.008,3.817,25.240000000000002,25.240000000000002,0.030536
151.0,3.108624468950438e-16,3.813915566392637,25.081732598782764,25.0,0.7832537804528497,0.008,3.813,25.25,25.07,0.030504000000000003
152.0,-0.0687841400830557,3.813706332354719,25.08203146689988,25.0,0.7832531518938747,-0.07100000000000001,3.8160000000000003,25.39,25.07,-0.27093600000000007
153.0,-0.1938839709761337,3.813596953169386,25.0823192339484,25.0,0.7832412684709797,-0.187,3.815,25.25,25.0,-0.713405
154.0,-0.3650911898162077,3.81358349557725,25.082598706355952,25.0,0.7832155054488062,-0.357,3.813,25.150000000000002,25.16,-1.361241
155.0,-0.5740479451125844,3.8136619624305177,25.082873115229347,25.0,0.7831739361438984,-0.5760000000000001,3.814,25.95,25.2,-2.196864
156.0,-0.8139114068201746,3.81382791466346,25.083146116354897,25.0,0.7831153319247033,-0.79,3.814,25.26,25.150000000000002,-3.0130600000000003
157.0,-1.0102949994599215,3.8139986420621375,25.083421790198315,25.0,0.7830391622115705,-1.0010000000000001,3.811,25.29,25.34,-3.814811
158.0,-1.171080286154021,3.814182001257713,25.08370461173644,25.0,0.7829455944767526,-1.178,3.813,25.44,25.330000000000002,-4.491714
159.0,-1.3027201450129406,3.8143820894062337,25.08399755708268,25.0,0.7828354942444046,-1.291,3.8160000000000003,25.28,25.39,-4.926456
160.0,-1.4104977457915828,3.8145995360553258,25.08430392775188,25.0,0.7827104250905845,-1.415,3.817,25.310000000000002,25.2,-5.401055
161.0,-1.4987385820420187,3.81483174210443,25.08462735580764,25.0,0.782572648643253,-1.486,3.8120000000000003,25.17,25.32,-5.664632
162.0,-1.5709840683575689,3.815073075448898,25.0849707365644,25.0,0.7824251245822735,-1.554,3.815,25.26,25.23,-5.92851
163.0,-1.6301336697751845,3.815315031159824,25.08533622858687,25.0,0.7822715106394121,-1.633,3.815,25.35,25.22,-6.229895
164.0,-1.678561267488091,3.8155462473441935,25.085725253690384,25.0,0.7821162030904144,-1.6640000000000001,3.814,25.13,25.150000000000002,-6.346496000000001
165.0,-1.7182104310333366,3.815745899448859,25.086138496940634,25.0,0.7819668612329017,-1.709,3.815,25.310000000000002,24.97,-6.5198350000000005
166.0,-1.7506724205616475,3.81590827251027,25.08657590665399,25.0,0.7818261943337557,-1.737,3.815,25.3,25.26,-6.626655
167.0,-1.7772500496945711,3.816036980261739,25.087036694397117,25.0,0.7816936150494854,-1.7530000000000001,3.8160000000000003,25.29,25.32,-6.6894480000000005
168.0,-1.594253836416884,3.815904552227871,25.08751933498735,25.0,0.7815685474352801,-1.592,3.818,25.39,25.05,-6.0782560000000005
169.0,-1.4050176667320895,3.8157421753775096,25.08802156649233,25.0,0.781450426945009,-1.408,3.8160000000000003,25.32,25.2,-5.372928
170.0,-1.2106726528389309,3.8155530962618935,25.08853975674134,25.0,0.7813387004312214,-1.215,3.815,25.44,25.3,-4.635225
171.0,-1.0121448710796996,3.815340272465332,25.089063807211403,25.0,0.7812328261451467,-1.0150000000000001,3.818,25.19,25.16,-3.8752700000000004
172.0,-0.8101925286355286,3.815106414492064,25.089589159054697,25.0,0.7811322737366942,-0.806,3.8160000000000003,25.3,25.32,-3.075696
173.0,-0.8101925286355286,3.815084780225141,25.090113603714546,25.0,0.7810365242544537,-0.802,3.814,25.3,25.19,-3.058828
174.0,-0.8101925286355286,3.815049509596331,25.0906354191917,25.0,0.7809450701456943,-0.802,3.8120000000000003,25.18,25.150000000000002,-3.0572240000000006
175.0,-0.8101925286355286,3.815002284935813,25.09115337004431,25.0,0.7808574152563658,-0.797,3.8120000000000003,25.39,25.330000000000002,-3.0381640000000005
176.0,-0.8101925286355286,3.814944730682243,25.09166670738801,25.0,0.7807730748310978,-0.805,3.8160000000000003,25.52,25.11,-3.0718800000000006
177.0,-0.8101925286355286,3.8148784133827554,25.09217516889589,25.0,0.7806915755131999,-0.791,3.813,25.29,25.13,-3.016083
178.0,-0.8101925286355286,3.814804841692962,25.09267897879846,25.0,0.780612455344662,-0.808,3.8120000000000003,25.34,25.11,-3.0800960000000006
179.0,-0.8101925286355286,3.814725466376951,25.09317884788362,25.0,0.7805352637661537,-0.778,3.8120000000000003,25.3,25.09,-2.965736
180.0,-0.8101925286355286,3.8146416803072873,25.09367597349677,25.0,0.7804595616170249,-0.799,3.8120000000000003,25.22,25.22,-3.0457880000000004
181.0,-0.8101925286355286,3.814554818465016,25.09417141280437,25.0,0.7803849211353056,-0.8140000000000001,3.815,25.11,25.150000000000002,-3.10541
182.0,-0.8101925286355286,3.814466157939657,25.09466417220972,25.0,0.7803109259577055,-0.8160000000000001,3.813,25.22,25.25,-3.1114080000000004
183.0,-0.8101925286355286,3.814376917929207,25.095154190781443,25.0,0.7802371711196148,-0.8,3.811,25.16,25.03,-3.0488
184.0,-0.8101925286355286,3.814288259740143,25.095641537081804,25.0,0.7801632630551034,-0.807,3.813,25.47,25.09,-3.0770910000000002
185.0,-0.8101925286355286,3.8142012867874167,25.0961262780952,25.0,0.7800888195969214,-0.798,3.814,25.28,25.21,-3.043572
186.0,-0.8101925286355286,3.814116042677071,25.096608479228053,25.0,0.7800138195904992,-0.8,3.8120000000000003,25.26,25.35,-3.0496000000000003
187.0,-0.8101925286355286,3.814030968319035,25.097088204308875,25.0,0.7799388017637737,-0.806,3.815,25.39,25.240000000000002,-3.0748900000000003
188.0,-0.8101925286355286,3.813946011117949,25.0975655155882,25.0,0.7798637839370481,-0.8140000000000001,3.8120000000000003,25.19,25.14,-3.1029680000000006
189.0,-0.8101925286355286,3.813861169790454,25.098040473738763,25.0,0.7797887661103227,-0.8200000000000001,3.815,25.22,25.05,-3.1283000000000003
190.0,-0.8101925286355286,3.8137764430653127,25.098513137855207,25.0,0.7797137482835972,-0.81,3.814,25.310000000000002,25.14,-3.0893400000000004
191.0,-0.8101925286355286,3.813691829683408,25.098983565454432,25.0,0.7796387304568716,-0.797,3.815,25.400000000000002,25.2,-3.040555
192.0,-0.8101925286355286,3.8136073283977474,25.099451812475195,25.0,0.7795637126301461,-0.803,3.81,25.35,24.96,-3.0594300000000003
193.0,-0.8101925286355286,3.813522937973458,25.09991793329084,25.0,0.7794886948034206,-0.8180000000000001,3.813,25.32,25.080000000000002,-3.1190340000000005
194.0,-0.8101925286355286,3.81343865718779,25.10038198076046,25.0,0.7794136769766951,-0.803,3.8120000000000003,25.310000000000002,25.13,-3.0610360000000005
195.0,-0.8101925286355286,3.813354484830117,25.100844002323697,25.0,0.7793386591499696,-0.801,3.81,25.34,25.17,-3.05181
196.0,-0.8101925286355286,3.81327041970193,25.101304042899585,25.0,0.7792636413232441,-0.8140000000000001,3.814,25.32,25.19,-3.1045960000000004
197.0,-0.8101925286355286,3.813186460616847,25.10176214645952,25.0,0.7791886234965185,-0.804,3.811,25.2,25.14,-3.064044
